sequence_id	gene_id	gene_start	gene_end	exon_start	exon_end	strand
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	2001	2058	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	2193	2287	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	2414	2530	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	3198	3261	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	3358	3462	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	3887	3927	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	4517	4568	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	4861	4883	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	7235	7358	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	7813	7908	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	8045	8126	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	8291	8450	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	8668	8712	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	9633	9719	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	10477	10527	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	10659	10723	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	10957	11034	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	11205	11276	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	11528	11588	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	12127	12196	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	12577	12681	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	13267	13341	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	13843	13919	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	14032	14079	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	14202	14252	+
rna-XM_073390140.1	rna-XM_073390140.1	2001	14824	14696	14824	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	2001	2090	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	2369	2486	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	3442	3562	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	3708	3794	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	3902	3988	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	4088	4148	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	4513	4595	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	4678	4762	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	5320	5964	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	6394	6495	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	6917	7060	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	7852	7975	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	8338	8417	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	8585	8716	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	8919	8951	+
rna-XM_073390174.1	rna-XM_073390174.1	2001	9249	9094	9249	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	2001	2085	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	3357	3501	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	3991	4082	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	4337	4392	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	5204	5304	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	5453	5575	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	5966	6070	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	6322	6373	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	6502	6611	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	7632	7680	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	8130	8176	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	8515	8574	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	9113	9169	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	9359	9381	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	9465	9520	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	10197	10313	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	10768	10851	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	10961	11037	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	11587	11631	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	11992	12040	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	12157	12237	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	12513	12601	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	12799	12890	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	13340	13472	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	13852	13939	+
rna-XM_073390266.1	rna-XM_073390266.1	2001	14507	14358	14507	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	2001	2088	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	4536	4646	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	5105	5131	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	6079	6189	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	6791	6898	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	7167	7472	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	7801	7929	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	8452	8580	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	8697	8813	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	8956	8991	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	9620	9652	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	10393	10508	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	12746	12932	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	13345	13402	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	13973	14024	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	14649	14842	+
rna-XM_073377601.1	rna-XM_073377601.1	2001	15919	15793	15919	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	2001	2107	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	2822	2917	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	12378	12504	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	13974	14082	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	14499	14581	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	15530	15632	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	15876	15970	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	16798	16897	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	17625	17782	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	18976	19058	+
rna-XM_073390360.1	rna-XM_073390360.1	2001	19636	19489	19636	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	2001	2200	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	5035	5161	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	6631	6739	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	7156	7238	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	8187	8289	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	8533	8627	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	9455	9554	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	10282	10439	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	11633	11715	+
rna-XM_073390367.1	rna-XM_073390367.1	2001	12293	12146	12293	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	2001	2004	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	5670	5804	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	6358	6611	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	6709	6799	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	6901	7284	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	8145	8588	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	9409	9819	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	9963	10081	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	10620	10902	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	11233	11420	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	11779	11936	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	12415	12590	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	13065	13145	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	13524	13699	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	13794	13869	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	13965	14054	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	14535	14779	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	14866	14977	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	15180	15404	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	15480	15596	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	16308	16397	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	16702	16824	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	17212	17465	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	17927	18029	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	18542	18658	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	18739	19010	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	19679	19775	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	20343	20421	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	20697	20975	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	21313	21569	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	22014	22187	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	22434	22592	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	23193	23436	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	23594	23736	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	24250	24498	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	24870	25147	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	25535	25640	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	25722	26063	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	26484	26519	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	27830	27953	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	28327	28398	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	28498	28569	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	28907	28978	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	29079	29153	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	29232	29303	+
rna-XM_073378416.1	rna-XM_073378416.1	2001	37183	29400	29471	+
